study,source,scan_id,crosscut,manual_code,manual_rep,groove_left_manual,groove_right_manual
hamby44,Barrel 4/Bullet 2/HS44 - Barrel 4; Bullet 2; Land 1 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 4-Bullet 2-Land 1,50,kr,1,129.77195399204928,2014.7025869637257
hamby44,Barrel 10/Bullet 1/HS44 - Barrel 10; Bullet 1; Land 3 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10-Bullet 1-Land 3,125,kr,1,162.4172573297999,2166.0840620341255
hamby44,Barrel 2/Bullet 1/HS44 - Barrel 2 - Bullet 1 - Land 2 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2-Bullet 1-Land 2,150,kr,1,180.7267848269011,2172.544735464637
hamby44,Unknowns/Bullet 'G'/HS44 - Unknown; Bullet G; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns-Bullet 'G'-Land 1,125,kr,1,209.6465462978304,2045.8640537518659
hamby44,Barrel 10/Bullet 2/HS44 - Barrel 10; Bullet 2; Land 5 - Sneox1 - 20x - auto light left image +20 perc. x10- threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 10-Bullet 2-Land 5,250,kr,1,137.40975153221825,2060.040752029156
hamby44,Barrel 6/Bullet 2/HS44 - Barrel 6 - Bullet 2 - Land 6 - Sneox1 - 20x - auto light left image +20 perc. & x10 - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 6-Bullet 2-Land 6,150,kr,1,196.76583112473122,2157.496918585393
hamby44,Barrel 5/Bullet 2/HS44 - Barrel 5 - Bullet 2 - Land 2 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 5-Bullet 2-Land 2,125,kr,1,172.2086518552265,2163.8546256418776
hamby44,Unknowns/Bullet 'P'/HS44 - Unknown; Bullet P; Land 1 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns-Bullet 'P'-Land 1,150,kr,1,211.07773687261925,2170.3776337584923
hamby44,Barrel 7/Bullet 1/HS44 - Barrel 7; Bullet 1; Land 1 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Marco Yepez.dat,Barrel 7-Bullet 1-Land 1,150,kr,1,96.58249088951494,2050.1576254762326
hamby44,Barrel 3/Bullet 1/HS44 - Barrel 3; Bullet 1; Land 5 - Sneox1 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Allison Mark.dat,Barrel 3-Bullet 1-Land 5,175,kr,1,187.68239528968854,1944.6243796487313
hamby44,Barrel 2/Bullet 2/HS44 - Barrel 2 - Bullet 2 - Land 3 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 2-Bullet 2-Land 3,75,kr,1,175.29797250289914,2170.3776337584923
hamby44,Barrel 8/Bullet 1/HS44 - Barrel 8 - Bullet 1 - Land 4 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 8-Bullet 1-Land 4,100,kr,1,158.12368560543348,2144.6162034122935
hamby44,Barrel 1/Bullet 1/HS44 - Barrel 1 - Bullet 1 - Land 5 - Sneox2 - 20x - auto light left image +20 perc. - threshold 2 - resolution 4 - Connor Hergenreter.dat,Barrel 1-Bullet 1-Land 5,200,kr,1,189.60987825078718,2180.3959677820135
hamby44,Unknowns/Bullet 'T'/HS44 - Unknown; Bullet T; Land 5 - Sneox1 - 20x - auto light left image + 20 perc x10 - threshold 2 - resolution 4 - Connor Hergenreter.dat,Unknowns-Bullet 'T'-Land 5,200,kr,1,191.58069852575812,2184.541651772406
hamby44,Barrel 7/Bullet 2/HS44 - Barrel 7 - Bullet 2 - Land 2 -Sneox2 - 20x - auto light left image + 20 perc. - Threshold 2 - Resolution 4 - Connor Hergenreter.dat,Barrel 7-Bullet 2-Land 2,150,kr,1,249.71988239191694,2184.6895395063802
